Importance,Level,Job Zone,Code,Occupation
31,32,5,11-9121.00,Natural Sciences Managers
31,32,3,29-2081.00,"Opticians, Dispensing"
31,32,2,43-4151.00,Order Clerks
31,32,2,33-3041.00,Parking Enforcement Workers
31,32,3,33-3021.02,Police Identification and Records Officers
31,32,4,27-3031.00,Public Relations Specialists
31,32,4,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products"
31,32,4,15-1253.00,Software Quality Assurance Analysts and Testers
31,32,3,13-2082.00,Tax Preparers
31,32,5,25-9044.00,"Teaching Assistants, Postsecondary"
31,32,3,53-6041.00,Traffic Technicians
31,32,4,53-6051.00,Transportation Inspectors
31,30,3,53-2022.00,Airfield Operations Specialists
31,30,4,15-1251.00,Computer Programmers
31,30,2,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
31,30,4,29-2011.01,Cytogenetic Technologists
31,30,1,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
31,30,3,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators
31,30,3,39-1022.00,First-Line Supervisors of Personal Service Workers
31,30,2,41-2012.00,Gambling Change Persons and Booth Cashiers
31,30,2,53-7071.00,Gas Compressor and Gas Pumping Station Operators
31,30,5,19-3093.00,Historians
31,30,2,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall"
31,30,3,51-4041.00,Machinists
31,30,2,49-9011.00,Mechanical Door Repairers
31,30,3,31-1131.00,Nursing Assistants
31,30,2,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics
31,30,2,31-1122.00,Personal Care Aides
31,30,3,31-9097.00,Phlebotomists
31,30,2,31-2022.00,Physical Therapist Aides
31,30,3,47-2152.00,"Plumbers, Pipefitters, and Steamfitters"
31,30,2,49-3043.00,Rail Car Repairers
31,30,2,53-5011.00,Sailors and Marine Oilers
31,30,2,47-2231.00,Solar Photovoltaic Installers
31,30,3,51-8021.00,Stationary Engineers and Boiler Operators
31,30,2,43-2011.00,"Switchboard Operators, Including Answering Service"
31,30,4,19-1023.00,Zoologists and Wildlife Biologists
31,29,2,43-5051.00,Postal Service Clerks
31,29,2,53-4031.00,Railroad Conductors and Yardmasters
31,29,4,19-1031.02,Range Managers
31,29,2,49-3092.00,Recreational Vehicle Service Technicians
31,29,2,53-1042.01,Recycling Coordinators
31,29,2,33-9032.00,Security Guards
31,27,3,27-1022.00,Fashion Designers
31,25,3,17-3013.00,Mechanical Drafters
31,25,2,31-1132.00,Orderlies
31,20,2,51-9195.03,"Stone Cutters and Carvers, Manufacturing"
28,39,3,43-4131.00,Loan Interviewers and Clerks
28,39,3,39-4031.00,"Morticians, Undertakers, and Funeral Arrangers"
28,37,4,15-2051.01,Business Intelligence Analysts
28,37,4,27-1014.00,Special Effects Artists and Animators
28,37,2,53-4041.00,Subway and Streetcar Operators
28,36,3,29-2051.00,Dietetic Technicians
28,36,2,43-4081.00,"Hotel, Motel, and Resort Desk Clerks"
28,36,4,21-1015.00,Rehabilitation Counselors
28,36,3,15-1241.01,Telecommunications Engineering Specialists
28,34,3,19-4012.00,Agricultural Technicians
28,34,3,51-1011.00,First-Line Supervisors of Production and Operating Workers
28,34,4,21-1091.00,Health Education Specialists
28,32,2,45-2011.00,Agricultural Inspectors
28,32,3,27-4031.00,"Camera Operators, Television, Video, and Film"
28,32,3,49-9092.00,Commercial Divers
28,32,2,51-9193.00,Cooling and Freezing Equipment Operators and Tenders
28,32,4,13-2071.00,Credit Counselors
28,32,3,29-1292.00,Dental Hygienists
28,32,2,51-8092.00,Gas Plant Operators
28,32,2,47-3012.00,Helpers--Carpenters
28,32,2,47-3013.00,Helpers--Electricians
28,32,4,17-2112.00,Industrial Engineers
28,32,3,49-9071.00,"Maintenance and Repair Workers, General"
28,32,4,17-2131.00,Materials Engineers
28,32,3,31-2021.00,Physical Therapist Assistants
28,32,3,51-8012.00,Power Distributors and Dispatchers
28,32,4,29-1125.00,Recreational Therapists
28,32,4,13-1199.05,Sustainability Specialists
28,32,3,51-8031.00,Water and Wastewater Treatment Plant and System Operators
28,32,3,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products"
28,31,4,13-2023.00,Appraisers and Assessors of Real Estate
28,30,5,29-1129.01,Art Therapists
28,30,3,27-4011.00,Audio and Video Technicians
28,30,2,43-3011.00,Bill and Account Collectors
28,30,3,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists
28,30,2,43-5011.00,Cargo and Freight Agents
28,30,3,53-2012.00,Commercial Pilots
28,30,2,47-5041.00,Continuous Mining Machine Operators
28,30,2,35-2012.00,"Cooks, Institution and Cafeteria"
28,30,2,47-5023.00,"Earth Drillers, Except Oil and Gas"
28,30,2,33-9031.00,Gambling Surveillance Officers and Gambling Investigators
28,30,3,43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping"
28,30,3,39-5091.00,"Makeup Artists, Theatrical and Performance"
28,30,3,51-4061.00,"Model Makers, Metal and Plastic"
28,30,2,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
28,30,5,29-2091.00,Orthotists and Prosthetists
28,30,2,37-2021.00,Pest Control Workers
28,30,3,33-9021.00,Private Detectives and Investigators
28,30,4,11-9141.00,"Property, Real Estate, and Community Association Managers"
28,30,2,53-7072.00,"Pump Operators, Except Wellhead Pumpers"
28,30,4,17-2072.01,Radio Frequency Identification Device Specialists
28,30,2,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
28,30,2,47-5043.00,"Roof Bolters, Mining"
28,30,2,43-5071.00,"Shipping, Receiving, and Inventory Clerks"
28,30,2,43-3071.00,Tellers
28,30,4,17-2112.02,Validation Engineers
28,30,3,49-9064.00,Watch and Clock Repairers
28,30,2,47-4099.03,Weatherization Installers and Technicians
28,30,2,53-7073.00,Wellhead Pumpers
28,29,2,39-2021.00,Animal Caretakers
28,29,2,47-2041.00,Carpet Installers
28,29,4,11-3111.00,Compensation and Benefits Managers
28,29,1,53-7011.00,Conveyor Operators and Tenders
28,29,3,35-2013.00,"Cooks, Private Household"
28,29,2,43-4021.00,Correspondence Clerks
28,29,3,53-7021.00,Crane and Tower Operators
28,29,2,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders"
28,29,2,51-9081.00,Dental Laboratory Technicians
28,29,2,53-3031.00,Driver/Sales Workers
28,29,2,49-9051.00,Electrical Power-Line Installers and Repairers
28,29,3,43-4061.00,"Eligibility Interviewers, Government Programs"
28,29,2,51-2031.00,Engine and Other Machine Assemblers
28,29,2,51-9194.00,Etchers and Engravers
28,29,2,47-5032.00,"Explosives Workers, Ordnance Handling Experts, and Blasters"
28,29,1,45-2092.00,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
28,29,2,45-2093.00,"Farmworkers, Farm, Ranch, and Aquacultural Animals"
28,29,3,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers
28,29,2,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"
28,29,2,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers
28,29,2,53-2031.00,Flight Attendants
28,29,2,51-3092.00,Food Batchmakers
28,29,2,45-4011.00,Forest and Conservation Workers
28,29,2,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
28,29,2,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
28,29,2,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers"
28,29,2,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers"
28,29,2,43-9051.00,"Mail Clerks and Mail Machine Operators, Except Postal Service"
28,29,3,31-9011.00,Massage Therapists
28,29,1,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers"
28,29,2,43-6013.00,Medical Secretaries and Administrative Assistants
28,29,3,31-9094.00,Medical Transcriptionists
28,29,2,43-5041.00,"Meter Readers, Utilities"
28,29,2,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
28,29,2,51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic"
28,29,3,49-3051.00,Motorboat Mechanics and Service Technicians
28,29,3,31-2012.00,Occupational Therapy Aides
28,29,2,43-9061.00,"Office Clerks, General"
28,29,2,53-6021.00,Parking Attendants
28,29,2,53-6061.00,Passenger Attendants
28,29,3,43-3051.00,Payroll and Timekeeping Clerks
28,29,2,51-5112.00,Printing Press Operators
28,29,4,21-1092.00,Probation Officers and Correctional Treatment Specialists
28,29,2,31-1133.00,Psychiatric Aides
28,29,3,29-2053.00,Psychiatric Technicians
28,29,3,49-2098.00,Security and Fire Alarm Systems Installers
28,29,2,47-2211.00,Sheet Metal Workers
28,29,2,51-2092.00,Team Assemblers
28,29,2,51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders"
28,29,2,47-2044.00,Tile and Stone Setters
28,29,2,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers
28,28,1,45-3031.00,Fishing and Hunting Workers
28,27,2,53-6031.00,Automotive and Watercraft Service Attendants
28,27,3,33-3011.00,Bailiffs
28,27,2,51-7011.00,Cabinetmakers and Bench Carpenters
28,27,2,43-5021.00,Couriers and Messengers
28,27,2,31-1121.00,Home Health Aides
28,27,4,13-2053.00,Insurance Underwriters
28,27,2,47-2073.00,Operating Engineers and Other Construction Equipment Operators
28,27,2,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
28,27,2,51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
28,27,2,53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"
28,25,5,29-1291.00,Acupuncturists
28,25,2,51-9191.00,Adhesive Bonding Machine Operators and Tenders
28,25,2,51-2023.00,Electromechanical Equipment Assemblers
28,25,2,13-1074.00,Farm Labor Contractors
28,25,2,35-3041.00,"Food Servers, Nonrestaurant"
28,25,2,53-7063.00,Machine Feeders and Offbearers
28,25,3,51-7031.00,"Model Makers, Wood"
28,25,2,39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers"
28,23,2,43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators"
28,21,2,51-6051.00,"Sewers, Hand"
28,20,1,45-2091.00,Agricultural Equipment Operators
28,20,1,47-2043.00,Floor Sanders and Finishers
28,18,2,43-5052.00,Postal Service Mail Carriers
27,27,2,43-4041.00,"Credit Authorizers, Checkers, and Clerks"
27,24,2,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
27,23,3,51-9071.00,Jewelers and Precious Stone and Metal Workers
25,34,4,27-3043.05,"Poets, Lyricists and Creative Writers"
25,30,5,23-1022.00,"Arbitrators, Mediators, and Conciliators"
25,30,2,49-3021.00,Automotive Body and Related Repairers
25,30,2,39-6011.00,Baggage Porters and Bellhops
25,30,3,31-9091.00,Dental Assistants
25,30,3,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles"
25,30,2,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
25,30,3,19-4013.00,Food Science Technicians
25,30,4,27-1024.00,Graphic Designers
25,30,3,39-5012.00,"Hairdressers, Hairstylists, and Cosmetologists"
25,30,2,49-9031.00,Home Appliance Repairers
25,30,3,49-9043.00,"Maintenance Workers, Machinery"
25,29,4,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes"
25,29,2,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers"
25,29,1,39-3091.00,Amusement and Recreation Attendants
25,29,3,47-2011.00,Boilermakers
25,29,2,47-2021.00,Brickmasons and Blockmasons
25,29,2,51-3021.00,Butchers and Meat Cutters
25,29,2,51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
25,29,2,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers"
25,29,3,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door"
25,29,1,35-2011.00,"Cooks, Fast Food"
25,29,2,35-2014.00,"Cooks, Restaurant"
25,29,4,13-1051.00,Cost Estimators
25,29,3,27-1012.00,Craft Artists
25,29,2,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
25,29,2,47-5022.00,"Excavating and Loading Machine and Dragline Operators, Surface Mining"
25,29,2,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
25,29,2,51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers"
25,29,2,51-2051.00,Fiberglass Laminators and Fabricators
25,29,2,51-7021.00,Furniture Finishers
25,29,2,35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
25,29,2,51-4192.00,"Layout Workers, Metal and Plastic"
25,29,4,13-2072.00,Loan Officers
25,29,1,45-4022.00,Logging Equipment Operators
25,29,2,31-9093.00,Medical Equipment Preparers
25,29,2,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders"
25,29,2,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
25,29,2,43-9071.00,"Office Machine Operators, Except Computer"
25,29,2,51-9111.00,Packaging and Filling Machine Operators and Tenders
25,29,3,51-7032.00,"Patternmakers, Wood"
25,29,3,27-4021.00,Photographers
25,29,2,51-4052.00,"Pourers and Casters, Metal"
25,29,3,51-5111.00,Prepress Technicians and Workers
25,29,4,43-9081.00,Proofreaders and Copy Markers
25,29,4,41-9021.00,Real Estate Brokers
25,29,4,39-9032.00,Recreation Workers
25,29,3,39-9041.00,Residential Advisors
25,29,2,49-9096.00,Riggers
25,29,1,47-5071.00,"Roustabouts, Oil and Gas"
25,29,2,51-6052.00,"Tailors, Dressmakers, and Custom Sewers"
25,29,2,53-7121.00,"Tank Car, Truck, and Ship Loaders"
25,29,2,49-9052.00,Telecommunications Line Installers and Repairers
25,29,2,49-3093.00,Tire Repairers and Changers
25,29,2,23-2093.00,"Title Examiners, Abstractors, and Searchers"
25,29,3,51-4111.00,Tool and Die Makers
25,29,2,51-6093.00,Upholsterers
25,27,2,53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
25,27,2,51-3011.00,Bakers
25,27,2,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic"
25,27,2,47-2081.00,Drywall and Ceiling Tile Installers
25,27,2,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
25,27,2,51-3093.00,Food Cooking Machine Operators and Tenders
25,27,2,51-9022.00,"Grinding and Polishing Workers, Hand"
25,27,2,53-3032.00,Heavy and Tractor-Trailer Truck Drivers
25,27,2,47-4051.00,Highway Maintenance Workers
25,27,2,51-9083.00,Ophthalmic Laboratory Technicians
25,27,2,31-9095.00,Pharmacy Aides
25,27,1,47-2161.00,Plasterers and Stucco Masons
25,27,2,43-3061.00,Procurement Clerks
25,27,2,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators
25,27,2,53-7062.04,Recycling and Reclamation Workers
25,27,2,47-4091.00,Segmental Pavers
25,27,2,47-2221.00,Structural Iron and Steel Workers
25,27,2,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
25,25,2,51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
25,25,2,47-2061.00,Construction Laborers
25,25,3,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
25,25,2,47-4031.00,Fence Erectors
25,25,1,35-2021.00,Food Preparation Workers
25,25,2,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
25,25,3,13-1032.00,"Insurance Appraisers, Auto Damage"
25,25,2,53-3033.00,Light Truck Drivers
25,25,3,51-4062.00,"Patternmakers, Metal and Plastic"
25,25,2,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators"
25,25,2,37-3012.00,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
25,25,2,51-8013.00,Power Plant Operators
25,25,2,53-7081.00,Refuse and Recyclable Material Collectors
25,25,2,47-2053.00,Terrazzo Workers and Finishers
25,25,2,51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders
25,25,2,43-9022.00,Word Processors and Typists
25,23,2,53-7031.00,Dredge Operators
25,23,3,39-4011.00,Embalmers
25,23,2,27-1023.00,Floral Designers
25,23,2,47-2121.00,Glaziers
25,23,2,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
25,23,2,47-5044.00,"Loading and Moving Machine Operators, Underground Mining"
25,23,2,47-2151.00,Pipelayers
25,23,2,47-2171.00,Reinforcing Iron and Rebar Workers
25,21,3,39-5011.00,Barbers
25,21,1,47-2051.00,Cement Masons and Concrete Finishers
25,21,1,35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers
25,21,1,35-9021.00,Dishwashers
25,21,2,51-2022.00,Electrical and Electronic Equipment Assemblers
25,21,2,45-4023.00,Log Graders and Scalers
25,21,2,51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders"
25,21,2,51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic"
25,21,1,47-5051.00,"Rock Splitters, Quarry"
25,21,2,47-2082.00,Tapers
25,20,1,51-9031.00,"Cutters and Trimmers, Hand"
25,20,2,39-4021.00,Funeral Attendants
25,20,2,47-2181.00,Roofers
25,20,4,27-3042.00,Technical Writers
25,20,2,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders"
25,18,2,51-4071.00,Foundry Mold and Coremakers
25,18,2,53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand"
25,18,1,37-3011.00,Landscaping and Groundskeeping Workers
25,18,1,37-2012.00,Maids and Housekeeping Cleaners
25,18,2,53-7064.00,"Packers and Packagers, Hand"
25,18,3,39-5094.00,Skincare Specialists
25,18,2,51-9197.00,Tire Builders
25,16,2,53-7061.00,Cleaners of Vehicles and Equipment
25,16,2,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
25,16,2,51-9198.00,Helpers--Production Workers
25,16,3,27-1026.00,Merchandise Displayers and Window Trimmers
25,16,1,51-9123.00,"Painting, Coating, and Decorating Workers"
25,16,2,51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
25,14,2,51-2021.00,"Coil Winders, Tapers, and Finishers"
25,14,2,33-9091.00,Crossing Guards and Flaggers
22,27,2,47-3016.00,Helpers--Roofers
22,27,2,51-2061.00,Timing Device Assemblers and Adjusters
22,25,2,49-3022.00,Automotive Glass Installers and Repairers
22,25,2,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
22,25,2,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood"
22,25,2,37-3013.00,Tree Trimmers and Pruners
22,23,2,33-9011.00,Animal Control Workers
22,23,3,51-9071.06,Gem and Diamond Workers
22,23,3,51-9195.05,"Potters, Manufacturing"
22,21,1,45-4021.00,Fallers
22,21,1,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
22,21,2,53-7051.00,Industrial Truck and Tractor Operators
22,21,3,37-2011.00,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners"
22,21,3,43-6012.00,Legal Secretaries and Administrative Assistants
22,21,2,41-9041.00,Telemarketers
22,21,2,51-4121.00,"Welders, Cutters, Solderers, and Brazers"
22,20,2,39-3021.00,Motion Picture Projectionists
22,18,2,47-2072.00,Pile Driver Operators
22,14,1,51-6031.00,Sewing Machine Operators
22,13,1,51-6021.00,"Pressers, Textile, Garment, and Related Materials"
22,13,2,51-3023.00,Slaughterers and Meat Packers
19,21,2,45-2021.00,Animal Breeders
19,21,1,51-6011.00,Laundry and Dry-Cleaning Workers
19,21,2,43-5061.00,"Production, Planning, and Expediting Clerks"
19,18,3,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators"
19,18,2,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
19,16,2,41-9012.00,Models
19,16,2,49-9045.00,"Refractory Materials Repairers, Except Brickmasons"
19,16,2,51-6042.00,Shoe Machine Operators and Tenders
19,14,2,47-2132.00,"Insulation Workers, Mechanical"
19,14,2,43-2021.00,Telephone Operators
19,13,2,39-5092.00,Manicurists and Pedicurists
19,13,2,51-6041.00,Shoe and Leather Workers and Repairers
16,20,2,39-5093.00,Shampooers
16,14,2,39-3092.00,Costume Attendants
16,14,2,39-3093.00,"Locker Room, Coatroom, and Dressing Room Attendants"
16,11,1,45-2041.00,"Graders and Sorters, Agricultural Products"
16,11,2,47-2142.00,Paperhangers
13,13,2,47-2141.00,"Painters, Construction and Maintenance"
13,13,3,51-2041.00,Structural Metal Fabricators and Fitters
13,9,2,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles"
